id,name,description,xrefs,parents
CL_0000809,"double-positive, alpha-beta thymocyte",A thymocyte expressing the alpha-beta T cell receptor complex as well as both the CD4 and CD8 coreceptors.,,CL:0000790|CL:0000893|RO:0002104 some PR:000001004|RO:0002104 some PR:000025402|RO:0002202 some CL:0000805
CL_0000810,"CD4-positive, alpha-beta thymocyte",An immature alpha-beta T cell that is located in the thymus and is CD4-positive and CD8-negative.,,CL:0000790|CL:0000893|RO:0002104 some PR:000001004|RO:0002202 some CL:0000809|obo:cl#lacks_plasma_membrane_part some PR:000001084
CL_0000811,"CD8-positive, alpha-beta thymocyte",An immature alpha-beta T cell that is located in the thymus and is CD8-positive and CD4-negative.,,CL:0000790|CL:0000893|RO:0002104 some PR:000025402|RO:0002202 some CL:0000809|obo:cl#lacks_plasma_membrane_part some PR:000001004
CL_0000812,,,,
CL_0000813,memory T cell,"A long-lived, antigen-experienced T cell that has acquired a memory phenotype including distinct surface markers and the ability to differentiate into an effector T cell upon antigen reexposure.",BTO:0003435,CL:0002419|RO:0000053 some PATO:0001603|obo:cl#has_completed some GO:0043379
CL_0000814,mature NK T cell,A mature alpha-beta T cell of a distinct lineage that bears natural killer markers and a T cell receptor specific for a limited set of ligands. NK T cells have activation and regulatory roles particularly early in an immune response.,,CL:0000791|RO:0002104 some PR:000001874|RO:0002202 some CL:0002042|RO:0002215 some GO:0032394|RO:0002215 some GO:0045087|obo:cl#has_completed some GO:0030217
CL_0000815,regulatory T cell,A T cell which regulates overall immune responses as well as the responses of other T cell subsets through direct cell-cell contact and cytokine release.,BTO:0004520|FMA:84070|MESH:D050378,CL:0002419|RO:0002215 some GO:0050777
CL_0000816,immature B cell,"An immature B cell is a B cell that has the phenotype surface IgM-positive and surface IgD-negative, and have not undergone class immunoglobulin class switching or peripheral encounter with antigen and activation.",,CL:0001201|RO:0002104 some GO:0071753|RO:0002104 some PR:000001289|RO:0002202 some CL:0000954|obo:cl#has_not_completed some GO:0045190|obo:cl#lacks_plasma_membrane_part some GO:0071738
CL_0000817,precursor B cell,A precursor B cell is a B cell with the phenotype CD10-positive.,BTO:0001133|CALOHA:TS-0819,CL:0001201|RO:0002104 some PR:000001898|obo:cl#lacks_plasma_membrane_part some GO:0071753
CL_0000818,transitional stage B cell,"An immature B cell of an intermediate stage between the pre-B cell stage and the mature naive stage with the phenotype surface IgM-positive and CD19-positive, and are subject to the process of B cell selection. A transitional B cell migrates from the bone marrow into the peripheral circulation, and then to the spleen.",,CL:0001201|RO:0002104 some GO:0071753|RO:0002104 some PR:000001289|RO:0002202 some CL:0000816|RO:0015015 some PR:000001408|RO:0015015 some PR:000001932|obo:cl#has_not_completed some GO:0002335
CL_0000819,B-1 B cell,"A B cell of distinct lineage and surface marker expression. B-1 B cells are thought to be the primary source of natural IgM immunoglobulin, that is, IgM produced in large quantities without prior antigenic stimulation and generally reactive against various microorganisms, as well as the source of T-independent IgA immunoglobulin in the mucosal areas. These cells are CD43-positive.",,CL:0000785|RO:0002104 some PR:000001014|RO:0002104 some PR:000001289|RO:0002104 some PR:000001879|RO:0002215 some GO:0045087|RO:0015015 some GO:0071753
CL_0000820,B-1a B cell,A B-1 B cell that has the phenotype CD5-positive.,,CL:0000819|RO:0002104 some PR:000001839
CL_0000821,B-1b B cell,"A B-1 B cell that has the phenotype CD5-negative, but having other phenotypic attributes of a B-1 B cell.",,CL:0000819|obo:cl#lacks_plasma_membrane_part some PR:000001839
CL_0000822,B-2 B cell,A conventional B cell subject to antigenic stimulation and dependent on T cell help and with a distinct surface marker expression pattern from B-1 B cells. These cells are CD43-negative.,,CL:0000785|RO:0002104 some PR:000001289|obo:cl#lacks_plasma_membrane_part some PR:000001879
CL_0000823,immature natural killer cell,A natural killer cell that is developmentally immature and expresses natural killer cell receptors (NKR).,,CL:0000623|CL:0001082|RO:0002202 some CL:0000937
CL_0000824,mature natural killer cell,A natural killer cell that is developmentally mature and expresses a variety of inhibitory and activating receptors that recognize MHC class I and other stress related molecules.,,CL:0000623|RO:0002202 some CL:0000823
CL_0000825,pro-NK cell,"A lymphoid progenitor cell that is committed to the natural killer cell lineage, expressing CD122 (IL-15) receptor, but lacking many of the phenotypic characteristics of later stages of natural killer cell development such as expression of NK activating and inhibitory molecules. In human this cell has the phenotype CD34-positive, CD45RA-positive, CD10-positive, CD117-negative, and CD161 negative.",,CARO:0000006|CL:0000838|RO:0002104 some PR:000001003|RO:0002104 some PR:000001015|RO:0002104 some PR:000001381|RO:0002104 some PR:000001898|RO:0002202 some CL:0000051|obo:cl#lacks_plasma_membrane_part some PR:000001874|obo:cl#lacks_plasma_membrane_part some PR:000002065
CL_0000826,pro-B cell,"A progenitor cell of the B cell lineage, with some lineage specific activity such as early stages of recombination of B cell receptor genes, but not yet fully committed to the B cell lineage until the expression of PAX5 occurs.",BTO:0003104,BFO:0000051 some PR:000001903|BFO:0000051 some PR:000006611|CL:0000838|RO:0000056 some GO:0033152|RO:0002202 some CL:0000051
CL_0000827,pro-T cell,"A lymphoid progenitor cell of the T cell lineage, with some lineage specific marker expression, but not yet fully committed to the T cell lineage.",,CL:0000838|RO:0002202 some CL:0000051|RO:0002215 some GO:0030217
CL_0000828,thromboblast,"A progenitor cell of the thrombocyte, a nucleated blood cell involved in coagulation typically seen in birds and other non-mammalian vertebrates.",,CL:0000226|CL:0000763|CL:0000839|RO:0002202 some CL:0000050|RO:0002215 some GO:0002574
CL_0000829,basophilic myeloblast,A myeloblast committed to the basophil lineage.,,CL:0000835|RO:0002202 some CL:0000613|RO:0002215 some GO:0030221
CL_0000830,basophilic promyelocyte,A promyelocyte committed to the basophil lineage.,FMA:84208,CL:0000836|RO:0002202 some CL:0000829|RO:0002215 some GO:0030221
CL_0000831,mast cell progenitor,"A progenitor cell of the mast cell lineage. Markers for this cell are FceRIa-low, CD117-positive, CD9-positive, T1/ST2-positive, SCA1-negative, and lineage-negative.",,BFO:0000051 some PR:000007857|BFO:0000051 some PR:000007858|CARO:0000006|CL:0000763|CL:0000839|RO:0002104 some PR:000005178|RO:0002104 some PR:000016401|RO:0002202 some CL:0002028|RO:0002215 some GO:0060374|RO:0015015 some PR:000009143|RO:0015016 some PR:000002065|RO:0015016 some PR:000007431|obo:cl#lacks_part some PR:000005307|obo:cl#lacks_plasma_membrane_part some PR:000001002|obo:cl#lacks_plasma_membrane_part some PR:000001004|obo:cl#lacks_plasma_membrane_part some PR:000001012|obo:cl#lacks_plasma_membrane_part some PR:000001020|obo:cl#lacks_plasma_membrane_part some PR:000001024|obo:cl#lacks_plasma_membrane_part some PR:000001083|obo:cl#lacks_plasma_membrane_part some PR:000001084|obo:cl#lacks_plasma_membrane_part some PR:000001289|obo:cl#lacks_plasma_membrane_part some PR:000001839|obo:cl#lacks_plasma_membrane_part some PR:000001889|obo:cl#lacks_plasma_membrane_part some PR:000001963|obo:cl#lacks_plasma_membrane_part some PR:000002978|obo:cl#lacks_plasma_membrane_part some PR:000002979|obo:cl#lacks_plasma_membrane_part some PR:000002980|obo:cl#lacks_plasma_membrane_part some PR:000002981
CL_0000832,eosinophilic myeloblast,A myeloblast committed to the eosinophil lineage.,,CL:0000835|RO:0002202 some CL:0000611|RO:0002215 some GO:0030222
CL_0000833,eosinophilic promyelocyte,A promyelocyte committed to the eosinophil lineage.,FMA:84199,CL:0000836|RO:0002202 some CL:0000832|RO:0002215 some GO:0030222
CL_0000834,neutrophil progenitor cell,A progenitor cell of the neutrophil lineage.,,CL:0000763|CL:0002191|RO:0002202 some CL:0000557|RO:0002215 some GO:0030223
CL_0000835,myeloblast,"The most primitive precursor in the granulocytic series, having fine, evenly distributed chromatin, several nucleoli, a high nuclear-to-cytoplasmic ration (5:1-7:1), and a nongranular basophilic cytoplasm. They reside in the bone marrow.",BTO:0000187|FMA:83524,BFO:0000051 some CL:0017503|BFO:0000051 some CL:0017505|BFO:0000051 some GO:0000791|CL:0000763|CL:0002191|RO:0002202 some CL:0000557|obo:cl#lacks_part some GO:0042582
CL_0000836,promyelocyte,"A precursor in the granulocytic series, being a cell intermediate in development between a myeloblast and myelocyte, that has distinct nucleoli, a nuclear-to-cytoplasmic ratio of 5:1 to 3:1, and containing a few primary cytoplasmic granules. Markers for this cell are fucosyltransferase FUT4-positive, CD33-positive, integrin alpha-M-negative, low affinity immunoglobulin gamma Fc region receptor III-negative, and CD24-negative.",CALOHA:TS-0825|FMA:83530,BFO:0000051 some CL:0017503|BFO:0000051 some CL:0017505|BFO:0000051 some GO:0005730|BFO:0000051 some GO:0042582|CARO:0000006|CL:0000763|CL:0002191|RO:0002104 some PR:000001456|RO:0002104 some PR:000001892|RO:0002202 some CL:0000835|obo:cl#lacks_plasma_membrane_part some PR:000001012|obo:cl#lacks_plasma_membrane_part some PR:000001483|obo:cl#lacks_plasma_membrane_part some PR:000001932
CL_0000837,hematopoietic multipotent progenitor cell,"A hematopoietic multipotent progenitor cell is multipotent, but not capable of long-term self-renewal. These cells are characterized as lacking lineage cell surface markers and being CD34-positive in both mice and humans.",BTO:0000725|CALOHA:TS-0448,CARO:0000006|CL:0008001|RO:0000053 some PATO:0001402|RO:0002104 some PR:000001003|RO:0002202 some CL:0000037|obo:cl#lacks_plasma_membrane_part some PR:000001002|obo:cl#lacks_plasma_membrane_part some PR:000001004|obo:cl#lacks_plasma_membrane_part some PR:000001012|obo:cl#lacks_plasma_membrane_part some PR:000001020|obo:cl#lacks_plasma_membrane_part some PR:000001024|obo:cl#lacks_plasma_membrane_part some PR:000001083|obo:cl#lacks_plasma_membrane_part some PR:000001084|obo:cl#lacks_plasma_membrane_part some PR:000001289|obo:cl#lacks_plasma_membrane_part some PR:000001839|obo:cl#lacks_plasma_membrane_part some PR:000001869|obo:cl#lacks_plasma_membrane_part some PR:000001889|obo:cl#lacks_plasma_membrane_part some PR:000002978|obo:cl#lacks_plasma_membrane_part some PR:000002981
CL_0000838,lymphoid lineage restricted progenitor cell,A progenitor cell restricted to the lymphoid lineage.,BTO:0004731|CALOHA:TS-2025|FMA:70338,CL:0002031|CL:0011026|RO:0002215 some GO:0030098
CL_0000839,myeloid lineage restricted progenitor cell,A progenitor cell restricted to the myeloid lineage.,BTO:0004730|CALOHA:TS-2099|FMA:70339,CL:0002031|CL:0011026|RO:0002215 some GO:0030099
CL_0000840,immature conventional dendritic cell,"An immature cell of the conventional dendritic cell lineage, characterized by high levels of antigen uptake via endocytosis, macropinocytosis, and phagocytosis, and typically found resident in the tissues. Markers for this cell are CD80-low, CD86-low, and MHC-II-low.",,CL:0000766|CL:0000990|RO:0002202 some CL:0001029|RO:0015016 some GO:0042613|RO:0015016 some PR:000001412|RO:0015016 some PR:000001438
CL_0000841,mature conventional dendritic cell,"A mature cell of the conventional dendritic cell lineage, characterized by a high capacity for antigen presentation and typically found in a lymph node.",FMA:83038,CL:0000766|CL:0000990|RO:0002104 some PR:000001310|RO:0002202 some CL:0000840|RO:0015015 some GO:0042613|RO:0015015 some PR:000001412|RO:0015015 some PR:000001438
CL_0000842,mononuclear cell,A leukocyte with a single non-segmented nucleus in the mature form.,BTO:0000878|CALOHA:TS-0768|FMA:86713,CL:0000226|CL:0000738
CL_0000843,follicular B cell,"A resting mature B cell that has the phenotype IgM-positive, IgD-positive, CD23-positive and CD21-positive, and found in the B cell follicles of the white pulp of the spleen or the corticol areas of the peripheral lymph nodes. This cell type is also described as being CD19-positive, B220-positive, AA4-negative, CD43-negative, and CD5-negative.",,CL:0000822|RO:0002104 some GO:0071738|RO:0002104 some GO:0071753|RO:0002104 some PR:000001014|RO:0002104 some PR:000001338|obo:cl#lacks_plasma_membrane_part some PR:000001839|obo:cl#lacks_plasma_membrane_part some PR:000002037
CL_0000844,germinal center B cell,A rapidly cycling mature B cell that has distinct phenotypic characteristics and is involved in T-dependent immune responses and located typically in the germinal centers of lymph nodes. This cell type expresses Ly77 after activation.,,BFO:0000050 some UBERON:0001745|CL:0000785|RO:0002104 some PR:000001289|RO:0002202 some CL:0000843
CL_0000845,marginal zone B cell of spleen,"A mature B cell that is located in the marginal zone of the spleen with the phenotype CD23-negative and CD21-positive and expressing a B cell receptor usually reactive to bacterial cell wall components or senescent self components such as oxidized-LDL. This cell type is also described as being CD19-positive, B220-positive, IgM-high, AA4-negative, CD35-high.",,BFO:0000050 some UBERON:0001251|CL:0000785|CL:2000074|RO:0002104 some PR:000001289|RO:0002104 some PR:000001338|RO:0002215 some GO:0042742|RO:0015015 some GO:0071753|obo:cl#lacks_plasma_membrane_part some PR:000001880|obo:cl#lacks_plasma_membrane_part some PR:000002037
CL_0000846,vestibular dark cell,An epithelial cell of the vestibular sensory organ that is characterized by intense enzymatic activities and numerous basal membrane infoldings.,,CL:0000066|CL:0002371
