id,name,description,xrefs
0000895,"naive thymus-derived CD4-positive, alpha-beta T cell","An antigen inexperienced CD4-positive, alpha-beta T cell with the phenotype CCR7-positive, CD127-positive and CD62L-positive. This cell type develops in the thymus. This cell type is also described as being CD25-negative, CD62L-high, and CD44-low.",
0000896,"activated CD4-positive, alpha-beta T cell","A recently activated CD4-positive, alpha-beta T cell with the phenotype CD69-positive, CD62L-negative, CD127-negative, and CD25-positive.",
0000897,"CD4-positive, alpha-beta memory T cell","A CD4-positive, alpha-beta T cell that has differentiated into a memory T cell.",
0000898,naive T cell,"Mature T cell not yet exposed to antigen with the phenotype CCR7-positive, CD45RA-positive, and CD127-positive. This cell type is also described as being CD25-negative, CD62L-high and CD44-low.",
0000899,T-helper 17 cell,"CD4-positive, alpha-beta T cell with the phenotype RORgamma-t-positive, CXCR3-negative, CCR6-positive, and capable of producing IL-17.",MESH:D058504
0000900,"naive thymus-derived CD8-positive, alpha-beta T cell","A CD8-positive, alpha-beta T cell that has not experienced activation via antigen contact and has the phenotype CD45RA-positive, CCR7-positive and CD127-positive. This cell type is also described as being CD25-negative, CD62L-high and CD44-low.",
0000901,Tr1 cell,CD4-positive alpha-beta T cell with regulatory function that produces IL-10.,
0000902,induced T-regulatory cell,"CD4-positive alpha-beta T cell with the phenotype CD25-positive, CTLA-4-positive, and FoxP3-positive with regulatory function.",
0000903,natural T-regulatory cell,"CD4-positive alpha-beta T cell with the phenotype FoxP3-positive, CD25-positive, CD62L-positive, and CTLA-4 positive with regulatory function.",
0000904,"central memory CD4-positive, alpha-beta T cell","CD4-positive, alpha-beta memory T cell with the phenotype CCR7-positive, CD127-positive, CD45RA-negative, CD45RO-positive, and CD25-negative.",
0000905,"effector memory CD4-positive, alpha-beta T cell","CD4-positive, alpha-beta memory T cell with the phenotype CCR7-negative, CD127-positive, CD45RA-negative, CD45RO-positive, and CD25-negative.",
0000906,"activated CD8-positive, alpha-beta T cell","A CD8-positive, alpha-beta T cell with the phenotype CD69-positive, CD62L-negative, CD127-negative, CD25-positive, and CCR7-negative.",
0000907,"central memory CD8-positive, alpha-beta T cell","CD8-positive, alpha-beta memory T cell with the phenotype CCR7-positive, CD127-positive, CD45RA-negative, CD45RO-positive, and CD25-negative.",
0000908,"CD8-positive, alpha-beta cytokine secreting effector T cell","A CD8-positive, alpha-beta T cell with the phenotype CD69-positive, CD62L-negative, CD127-negative, and CD25-positive, that secretes cytokines.",
0000909,"CD8-positive, alpha-beta memory T cell","A CD8-positive, alpha-beta T cell that has differentiated into a memory T cell.",
0000910,cytotoxic T cell,A mature T cell that differentiated and acquired cytotoxic function with the phenotype perforin-positive and granzyme-B positive.,BTO:0000289|CALOHA:TS-0190|FMA:70573
0000911,effector T cell,A differentiated T cell with ability to traffic to peripheral tissues and is capable of mounting a specific immune response.,
0000912,helper T cell,A effector T cell that provides help in the form of secreted cytokines to other immune cells.,BTO:0002417|MESH:D006377
0000913,"effector memory CD8-positive, alpha-beta T cell","CD8-positive, alpha-beta memory T cell with the phenotype CCR7-negative, CD127-positive, CD45RA-negative, CD45RO-positive, and CD25-negative.",
0000914,immature NK T cell,An immature alpha-beta T-cell that express Egr2. These cells give rise to T cells expressing NK markers.,
0000915,"CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell",An alpha-beta intraepithelial T cell with the phenotype CD8-alpha-alpha-positive located in the columnar epithelium of the gastrointestinal tract. These cells have a memory phenotype of CD2-negative and CD5-negative.,
0000916,dendritic epidermal T cell,A mature gamma-delta T cell located in the epidermis that regulates wound healing.,
0000917,Tc1 cell,"A CD8-positive, alpha-beta positive T cell that has the phenotype T-bet-positive, eomesodermin-positive, CXCR3-positive, CCR6-negative, and is capable of producing interferon-gamma.",BTO:0004793|BTO:0004888|FMA:84793
0000918,Tc2 cell,"A CD8-positive, alpha-beta positive T cell expressing GATA-3 and secreting IL-4.",BTO:0004794|FMA:84794
0000919,"CD8-positive, CD25-positive, alpha-beta regulatory T cell",A CD8-positive alpha beta-positive T cell with the phenotype FoxP3-positive and having suppressor function.,
0000920,"CD8-positive, CD28-negative, alpha-beta regulatory T cell","CD8-positive, alpha-beta positive regulatory T cell with the phenotype CD28-negative and FoxP3-positive.",
0000921,type I NK T cell,An alpha-beta T cell expressing NK cell markers that is CD1d restricted and expresses specific V-alpha chains. NK T cells of this type recognize the glycolipid alpha-galactosylceramide in the context of CD1d.,
0000922,type II NK T cell,An alpha-beta T cell expressing NK call markers that is CD1d restricted and expresses a diverse TCR repertoire. Type II NKT cells do not become activated by alpha-galactosylceramide when presented by CD1d.,
0000923,CD4-positive type I NK T cell,A type I NK T cell that has the phenotype CD4-positive.,
0000924,"CD4-negative, CD8-negative type I NK T cell",A type I NK T cell that has the phenotype CD4-negative and CD8-negative.,
0000925,activated CD4-positive type I NK T cell,"A type I NK T cell that has been recently activated, secretes interferon-gamma and IL-4, and has the phenotype CD4-positive, CD69-positive, and downregulated NK markers.",
0000926,CD4-positive type I NK T cell secreting interferon-gamma,A mature NK T cell that secretes interferon-gamma and enhances type 1 immune responses.,
0000927,CD4-positive type I NK T cell secreting interleukin-4,A mature NK T cell that predominantly secretes type 2 cytokines such as interleukin-4 and interleukin-13 and enhances type 2 immune responses.,
0000928,"activated CD4-negative, CD8-negative type I NK T cell","A type I NK T cell that has been recently activated, secretes interferon-gamma and interleukin-4, and has phenotype CD4-negative, CD8-negative, CD69-positive, and downregulated NK markers.",
0000929,"CD4-negative, CD8-negative type I NK T cell secreting interferon-gamma",A mature NK T cell that secretes interferon-gamma and enhances Th1 immune responses.,
0000930,"CD4-negative, CD8-negative type I NK T cell secreting interleukin-4",A mature NK T cell that secretes interleukin-4 and enhances Th2 immune responses.,
0000931,activated type II NK T cell,"A type II NK T cell that has been recently activated, secretes interferon-gamma and interleukin-4, and has the phenotype CD69-positive and downregulated NK markers.",
0000932,type II NK T cell secreting interferon-gamma,"A type II NK T cell that has been recently activated, secretes interferon-gamma, and has the phenotype CD69-positive and downregulated NK markers.",
0000933,type II NK T cell secreting interleukin-4,"A type II NK T cell that has been recently activated, secretes interleukin-4, and has the phenotype CD69-positive and downregulated NK markers.",
0000934,"CD4-positive, alpha-beta cytotoxic T cell","A CD4-positive, alpha-beta T cell that has cytotoxic function.",
0000935,"CD4-negative, CD8-negative, alpha-beta intraepithelial T cell","A CD4-negative, CD8-negative, alpha-beta intraepithelial T cell that is found in the columnar epithelium of the gastrointestinal tract.",
0000936,early lymphoid progenitor,"A lymphoid progenitor cell that is found in bone marrow, gives rise to B cells, T cells, natural killer cells and dendritic cells, and has the phenotype Lin-negative, Kit-positive, Sca-1-positive, FLT3-positive, CD34-positive, CD150 negative, and GlyA-negative.",
0000937,pre-natural killer cell,"Cell committed to natural killer cell lineage that has the phenotype CD122-positive, CD34-positive, and CD117-positive. This cell type lacks expression of natural killer receptor proteins.",
0000938,"CD16-negative, CD56-bright natural killer cell, human","NK cell that has the phenotype CD56-bright, CD16-negative, and CD84-positive with the function to secrete interferon-gamma but is not cytotoxic.",
0000939,"CD16-positive, CD56-dim natural killer cell, human","A mature natural killer cell that has the phenotype CD56-low, CD16-positive and which is capable of cytotoxicity and cytokine production.",
0000940,mucosal invariant T cell,An alpha-beta T cell that is found in the lamina propria of mucosal tissues and is restricted by the MR-1 molecule.,
0000941,thymic conventional dendritic cell,"A dendritic cell arising in thymus that has the phenotype CD11c-positive, CD11b-negative, and CD45RA-negative.",
0000942,thymic plasmacytoid dendritic cell,"A plasmacytoid dendritic cell developing in the thymus with phenotype CD11c-negative or low, CD45RA-positive, CD11b-negative, and CD123-positive.",
